CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
212	43380	Sidney, OH Micro Area	2	1055927003	7802978	407.696	3.013	40.33668	-84.204142                                                                                                                  
164	43460	Sikeston, MO Micro Area	2	1087772859	15192496	419.991	5.866	37.047793	-89.568098                                                                                                              
306	43740	Somerset, PA Micro Area	2	2782573989	17026008	1074.358	6.574	39.981297	-79.028486                                                                                                             
515	43780	South Bend-Mishawaka, IN-MI Metro Area	1	2455307194	56190965	947.999	21.695	41.774981	-86.123014                                                                                              
273	43900	Spartanburg, SC Metro Area	1	2092048331	29186811	807.744	11.269	34.933271	-81.991052                                                                                                          
452	43940	Spearfish, SD Micro Area	2	2072127357	667509	800.053	0.258	44.348767	-103.804947                                                                                                              
517	43980	Spencer, IA Micro Area	2	1469139463	13866648	567.238	5.354	43.081224	-95.149875                                                                                                               
517	44020	Spirit Lake, IA Micro Area	2	985542270	60712924	380.52	23.441	43.389611	-95.196057                                                                                                            
518	44060	Spokane-Spokane Valley, WA Metro Area	1	10984888100	206438799	4241.289	79.706	48.091618	-117.663472                                                                                           
522	44100	Springfield, IL Metro Area	1	3063073942	25286501	1182.66	9.763	39.828565	-89.696205                                                                                                           
212	44220	Springfield, OH Metro Area	1	1027907572	14611224	396.877	5.641	39.917032	-83.783676                                                                                                           
524	44300	State College, PA Metro Area	1	2871502921	11214105	1108.694	4.33	40.909128	-77.847877                                                                                                         
496	44340	Statesboro, GA Micro Area	2	1750705245	32857751	675.951	12.686	32.391711	-81.744021                                                                                                           
277	44420	Staunton, VA Metro Area	1	2595073761	10049971	1001.964	3.88	38.160958	-79.127632                                                                                                              
525	44460	Steamboat Springs, CO Micro Area	2	6117602807	15831744	2362.02	6.113	40.483664	-106.987702                                                                                                    
221	44580	Sterling, IL Micro Area	2	1771808919	31883752	684.099	12.31	41.750673	-89.911005                                                                                                              
554	44620	Stevens Point, WI Micro Area	2	2074258117	56829945	800.876	21.942	44.476246	-89.49807                                                                                                         
488	44700	Stockton, CA Metro Area	1	3606127799	89109687	1392.334	34.405	37.934982	-121.272244                                                                                                           
310	44780	Sturgis, MI Micro Area	2	1296536370	52915575	500.596	20.431	41.911488	-85.52287                                                                                                               
174	44900	Summerville, GA Micro Area	2	811512394	570806	313.327	0.22	34.474178	-85.345289                                                                                                               
146	44980	Sunbury, PA Micro Area	2	1186233370	50558156	458.007	19.521	40.851524	-76.709877                                                                                                              
532	45060	Syracuse, NY Metro Area	1	6176813093	1020700299	2384.881	394.095	43.006516	-76.196134                                                                                                         
142	45180	Talladega-Sylacauga, AL Micro Area	2	1908293036	60927931	736.796	23.524	33.369314	-86.17593                                                                                                   
522	45380	Taylorville, IL Micro Area	2	1837569692	16227345	709.49	6.265	39.545524	-89.279593                                                                                                            
422	45540	The Villages, FL Metro Area	1	1442966763	58774363	557.133	22.693	28.714101	-82.074347                                                                                                         
122	45580	Thomaston, GA Micro Area	2	837774874	10585407	323.467	4.087	32.881837	-84.292283                                                                                                              
534	45660	Tiffin, OH Micro Area	2	1427151734	4576816	551.026	1.767	41.119992	-83.127547                                                                                                                 
122	45740	Toccoa, GA Micro Area	2	463996899	13074870	179.15	5.048	34.552914	-83.290216                                                                                                                  
534	45780	Toledo, OH Metro Area	1	4188021756	1532383394	1617.004	591.657	41.555313	-83.517088                                                                                                           
408	45860	Torrington, CT Micro Area	2	2384120288	62342856	920.514	24.071	41.791883	-73.235404                                                                                                           
408	45940	Trenton-Princeton, NJ Metro Area	1	581297755	11434826	224.44	4.415	40.282503	-74.703724                                                                                                       
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480587338	41531993	957.76	16.036	39.297508	-120.771343                                                                                                 
536	46060	Tucson, AZ Metro Area	1	23798597214	5112470	9188.69	1.974	32.128043	-111.783657                                                                                                               
538	46140	Tulsa, OK Metro Area	1	16238317043	493035449	6269.65	190.362	36.254429	-96.177329                                                                                                             
539	46180	Tupelo, MS Micro Area	2	4909345557	44901929	1895.509	17.337	34.340033	-88.651184                                                                                                              
540	46340	Tyler, TX Metro Area	1	2386604273	73163661	921.473	28.249	32.377016	-95.270041                                                                                                                
273	46420	Union, SC Micro Area	2	1331696510	4805060	514.171	1.855	34.690397	-81.615896                                                                                                                  
362	46460	Union City, TN Micro Area	2	1411148390	27448903	544.847	10.598	36.357996	-89.150024                                                                                                           
212	46500	Urbana, OH Micro Area	2	1111090195	2173112	428.994	0.839	40.132775	-83.767604                                                                                                                 
488	46700	Vallejo, CA Metro Area	1	2128488719	218671901	821.814	84.43	38.267226	-121.939594                                                                                                             
338	46780	Van Wert, OH Micro Area	2	1059702138	3278633	409.153	1.266	40.85552	-84.585775                                                                                                                
298	46980	Vicksburg, MS Micro Area	2	1524286571	77759836	588.53	30.023	32.356095	-90.852384                                                                                                             
544	47020	Victoria, TX Metro Area	1	4491343521	36475959	1734.118	14.083	28.731455	-97.196993                                                                                                            
428	47220	Vineland-Bridgeton, NJ Metro Area	1	1251898273	503713107	483.361	194.485	39.328434	-75.121628                                                                                                 
545	47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	1	9143783109	3427599741	3530.435	1323.404	36.804408	-76.449526                                                                          
244	47420	Wahpeton, ND-MN Micro Area	2	5663458888	25517798	2186.674	9.852	46.29395	-96.790701                                                                                                           
313	47460	Walla Walla, WA Metro Area	1	3289368965	74933658	1270.033	28.932	46.254606	-118.48037                                                                                                         
338	47540	Wapakoneta, OH Micro Area	2	1039590266	1339586	401.388	0.517	40.561309	-84.224018                                                                                                             
356	47580	Warner Robins, GA Metro Area	1	1363182481	12675082	526.328	4.894	32.492806	-83.711084                                                                                                         
312	47660	Warrensburg, MO Micro Area	2	2147773696	10182862	829.26	3.932	38.741528	-93.811863                                                                                                            
515	47700	Warsaw, IN Micro Area	2	1376412110	59459183	531.436	22.957	41.244293	-85.861575                                                                                                               
272	47820	Washington, NC Micro Area	2	2155109574	338655073	832.092	130.755	35.482313	-76.842014                                                                                                         
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	17010001633	1128154710	6567.599	435.583	38.798205	-77.486882                                                                        
198	47920	Washington Court House, OH Micro Area	2	1052469899	1694038	406.361	0.654	39.555246	-83.461893                                                                                                 
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441306090	67988035	556.491	26.25	43.013804	-88.773985                                                                                               
422	48100	Wauchula, FL Micro Area	2	1651311553	1457910	637.575	0.563	27.492846	-81.82158                                                                                                                
554	48140	Wausau-Weston, WI Metro Area	1	6277825406	153439046	2423.882	59.243	45.05398	-89.757905                                                                                                       
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502009924	29946856	579.929	11.563	40.388914	-80.701966                                                                                              
200	48500	West Point, MS Micro Area	2	1062066001	15393112	410.066	5.943	33.65967	-88.782468                                                                                                             
376	48580	Whitewater, WI Micro Area	2	1438529014	54833465	555.419	21.171	42.66811	-88.541731                                                                                                            
556	48620	Wichita, KS Metro Area	1	10743282133	86299802	4148.005	33.321	37.637896	-97.246287                                                                                                            
558	48700	Williamsport, PA Metro Area	1	3182485518	39032440	1228.765	15.071	41.343882	-77.055262                                                                                                        
178	48940	Wilmington, OH Micro Area	2	1058489018	9349888	408.685	3.61	39.430225	-83.795682                                                                                                              
468	48980	Wilson, NC Micro Area	2	951946703	14398771	367.549	5.559	35.700357	-77.921598                                                                                                                 
548	49020	Winchester, VA-WV Metro Area	1	2752545068	16892497	1062.764	6.522	39.272974	-78.471828                                                                                                        
556	49060	Winfield, KS Micro Area	2	2915648165	17322935	1125.738	6.688	37.234507	-96.837247                                                                                                             
268	49180	Winston-Salem, NC Metro Area	1	5202351920	81366294	2008.639	31.416	36.078852	-80.345064                                                                                                       
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053901351	42051649	793.016	16.236	44.461413	-90.038825                                                                                          
184	49300	Wooster, OH Micro Area	2	1436939444	5040384	554.805	1.946	40.829661	-81.887194                                                                                                                
148	49340	Worcester, MA-CT Metro Area	1	5241033467	198933911	2023.574	76.809	42.217311	-71.925535                                                                                                       
434	49500	Yauco, PR Metro Area	1	496370452	228600358	191.65	88.263	18.006724	-66.831733                                                                                                                 
276	49620	York-Hanover, PA Metro Area	1	2342299893	16499345	904.367	6.37	39.921751	-76.728889                                                                                                           
566	49660	Youngstown-Warren-Boardman, OH-PA Metro Area	1	4408418280	109334084	1702.1	42.214	41.23646	-80.561784                                                                                         
472	49700	Yuba City, CA Metro Area	1	3197460373	46298586	1234.546	17.876	39.160969	-121.511833                                                                                                          
198	49780	Zanesville, OH Micro Area	2	1721165860	20823924	664.546	8.04	39.966046	-81.943506                                                                                                             
	19000	Cullowhee, NC Micro Area	2	2638771546	42170497	1018.835	16.282	35.389045	-83.322832                                                                                                              
	45000	Susanville, CA Micro Area	2	11761615584	463426056	4541.185	178.93	40.721086	-120.629952                                                                                                          
	17020	Chico, CA Metro Area	1	4238488156	105261063	1636.489	40.642	39.665959	-121.601919                                                                                                                
	26020	Hobbs, NM Micro Area	2	11373854756	8356103	4391.47	3.226	32.795687	-103.413271                                                                                                                   
	30020	Lawton, OK Metro Area	1	4408166829	61535457	1702.003	23.759	34.52911	-98.430917                                                                                                                  
	35020	Natchez, MS-LA Micro Area	2	3002636540	195603631	1159.324	75.523	31.481833	-91.525331                                                                                                            
	42020	San Luis Obispo-Paso Robles, CA Metro Area	1	8548557892	815573121	3300.617	314.895	35.385224	-120.447544                                                                                         
	45020	Sweetwater, TX Micro Area	2	2362061742	5052159	911.997	1.951	32.312338	-100.418108                                                                                                               
	11060	Altus, OK Micro Area	2	2078860509	4114418	802.653	1.589	34.594006	-99.412235                                                                                                                     
	15060	Brookings, OR Micro Area	2	4217488411	934615925	1628.381	360.857	42.466439	-124.210929                                                                                                           
	19060	Cumberland, MD-WV Metro Area	1	1942634638	18304844	750.055	7.068	39.532185	-78.807082                                                                                                            
	16060	Carbondale-Marion, IL Metro Area	1	3490057672	123591631	1347.519	47.719	37.689742	-89.105149                                                                                                     
	20060	Douglas, GA Micro Area	2	2421565639	31628932	934.972	12.212	31.459541	-82.867327                                                                                                                 
	25060	Gulfport-Biloxi, MS Metro Area	1	5739122781	2105780374	2215.888	813.046	30.480153	-88.999297                                                                                                     
	28060	Kalispell, MT Micro Area	2	13175781006	437178481	5087.198	168.796	48.314678	-114.054295                                                                                                          
	30060	Lebanon, MO Micro Area	2	1980383097	8711544	764.63	3.364	37.659698	-92.594843                                                                                                                    
	35060	Natchitoches, LA Micro Area	2	3243376637	120998331	1252.275	46.718	31.732551	-93.082611                                                                                                          
	37060	Oxford, MS Micro Area	2	1636080566	123113358	631.694	47.534	34.353078	-89.485385                                                                                                                 
	39060	Pottsville, PA Micro Area	2	2016645873	10834898	778.631	4.183	40.703682	-76.217788                                                                                                               
	40060	Richmond, VA Metro Area	1	11300921951	330735784	4363.311	127.698	37.411324	-77.441816                                                                                                            
	48060	Watertown-Fort Drum, NY Metro Area	1	3285923214	1524610949	1268.702	588.656	43.996389	-76.052968                                                                                                 
	47080	Vidalia, GA Micro Area	2	1567341722	27277811	605.154	10.532	32.154218	-82.411379                                                                                                                 
	49080	Winnemucca, NV Micro Area	2	24969533319	44196978	9640.791	17.065	41.407914	-118.127591                                                                                                           
	10100	Aberdeen, SD Micro Area	2	7353004578	111384297	2839.011	43.006	45.519435	-98.7007                                                                                                                
	15100	Brookings, SD Micro Area	2	2051856894	32918643	792.226	12.71	44.376675	-96.797797                                                                                                                
	18100	Columbus, NE Micro Area	2	1745910556	27167484	674.1	10.489	41.576866	-97.513467                                                                                                                  
	16100	Carlsbad-Artesia, NM Micro Area	2	10816683024	56498061	4176.345	21.814	32.457835	-104.306434                                                                                                     
	25100	Guymon, OK Micro Area	2	5286873577	19218939	2041.273	7.42	36.746317	-101.483855                                                                                                                  
	27100	Jackson, MI Metro Area	1	1817863745	55974539	701.881	21.612	42.248474	-84.420868                                                                                                                 
	29100	La Crosse-Onalaska, WI-MN Metro Area	1	2599862638	116604863	1003.813	45.021	43.783246	-91.318743                                                                                                 
	30100	Lebanon, NH-VT Micro Area	2	10108078296	175621707	3902.751	67.808	43.785726	-72.159142                                                                                                           
	32100	Marquette, MI Micro Area	2	4685406068	4185352679	1809.045	1615.974	46.656596	-87.584028                                                                                                          
	36100	Ocala, FL Metro Area	1	4113978836	192297049	1588.416	74.246	29.202805	-82.0431                                                                                                                   
	41100	St. George, UT Metro Area	1	6287037025	7781671	2427.439	3.005	37.262531	-113.4878                                                                                                                
	43100	Sheboygan, WI Metro Area	1	1324851059	1967647532	511.528	759.713	43.741232	-87.731516                                                                                                            
	46100	Tullahoma-Manchester, TN Micro Area	2	2881830583	72625866	1112.681	28.041	35.303085	-86.111905                                                                                                   
	49100	Winona, MN Micro Area	2	1621638207	40051890	626.118	15.464	43.982268	-91.776708                                                                                                                  
	21120	Elk City, OK Micro Area	2	2335338428	5514684	901.679	2.129	35.270601	-99.690057                                                                                                                  
	10140	Aberdeen, WA Micro Area	2	4924766221	834338731	1901.463	322.14	47.113732	-123.826735                                                                                                             
	11140	Americus, GA Micro Area	2	1682937484	27581090	649.786	10.649	32.098355	-84.224304                                                                                                                
	13140	Beaumont-Port Arthur, TX Metro Area	1	5440906517	748475098	2100.746	288.988	30.075928	-94.202705                                                                                                 
	14140	Bluefield, WV-VA Micro Area	2	3355079253	9910955	1295.403	3.827	37.208488	-81.33484                                                                                                              
	16140	Carroll, IA Micro Area	2	1474835095	2145349	569.437	0.828	42.039492	-94.867647                                                                                                                   
	20140	Dublin, GA Micro Area	2	3392319432	45915951	1309.782	17.728	32.50894	-82.810013                                                                                                                  
	22140	Farmington, NM Metro Area	1	14289491641	54966780	5517.204	21.223	36.511624	-108.324578                                                                                                           
	24140	Goldsboro, NC Metro Area	1	1434643400	9850061	553.919	3.803	35.35419	-78.00867                                                                                                                   
	26140	Homosassa Springs, FL Metro Area	1	1507142302	495547944	581.911	191.332	28.84364	-82.52481                                                                                                       
	32140	Marshall, MN Micro Area	2	1850315129	18794794	714.411	7.257	44.409195	-95.847268                                                                                                                 
	44140	Springfield, MA Metro Area	1	4774474260	156661220	1843.435	60.487	42.364833	-72.619406                                                                                                           
	45140	Tahlequah, OK Micro Area	2	1939904010	69990998	749.001	27.024	35.904367	-94.996796                                                                                                               
	39150	Prescott Valley-Prescott, AZ Metro Area	1	21038727465	11501576	8123.098	4.441	34.631071	-112.577225                                                                                              
	27160	Jackson, OH Micro Area	2	1088598927	3167846	420.31	1.223	39.013477	-82.614142                                                                                                                    
	10180	Abilene, TX Metro Area	1	7105578382	36846346	2743.479	14.226	32.452022	-99.718743                                                                                                                
	14180	Blytheville, AR Micro Area	2	2332481583	49826387	900.576	19.238	35.766944	-90.052207                                                                                                             
	19180	Danville, IL Metro Area	1	2326634941	7531159	898.319	2.908	40.186754	-87.726778                                                                                                                  
	21180	Elkins, WV Micro Area	2	2692810851	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                      
	28180	Kapaa, HI Micro Area	2	1605492324	1674244228	619.884	646.429	22.012038	-159.705965                                                                                                               
	32180	Marshall, MO Micro Area	2	1956717081	29587349	755.493	11.424	39.13584	-93.204164                                                                                                                 
	33180	Middlesborough, KY Micro Area	2	929965649	5321858	359.062	2.055	36.728928	-83.680718                                                                                                             
	38180	Pierre, SD Micro Area	2	5661606935	341706918	2185.959	131.934	44.404897	-100.484817                                                                                                              
	40180	Riverton, WY Micro Area	2	23785388828	212768588	9183.59	82.15	43.054831	-108.608935                                                                                                              
	44180	Springfield, MO Metro Area	1	7788134659	35474129	3007.016	13.697	37.36087	-93.180262                                                                                                             
	47180	Vincennes, IN Micro Area	2	1336486449	20782636	516.02	8.024	38.688391	-87.420354                                                                                                                 
	48180	Waycross, GA Micro Area	2	3210741327	29895759	1239.674	11.543	31.133114	-82.36865                                                                                                                
	25200	Hailey, ID Micro Area	2	9613962190	56206000	3711.972	21.701	43.445823	-114.1839                                                                                                                  
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7084063392	2729751706	2735.172	1053.963	34.537057	-120.039973                                                                                         
	10220	Ada, OK Micro Area	2	1865835819	12595147	720.403	4.863	34.721446	-96.691971                                                                                                                      
	13220	Beckley, WV Metro Area	1	3281438992	27775053	1266.971	10.724	37.905325	-81.164436                                                                                                                
	15220	Brownwood, TX Micro Area	2	2446120247	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                 
	17220	Clarksburg, WV Micro Area	2	2353008390	10803695	908.502	4.171	39.28835	-80.43153                                                                                                                 
	16220	Casper, WY Metro Area	1	13831928329	90969261	5340.538	35.123	42.977645	-106.768219                                                                                                               
	20220	Dubuque, IA Metro Area	1	1575487988	21138781	608.299	8.162	42.463481	-90.878771                                                                                                                  
	19220	Danville, KY Micro Area	2	1329164266	15643110	513.193	6.04	37.507848	-84.735684                                                                                                                  
	21220	Elko, NV Micro Area	2	55294001557	85843440	21349.134	33.144	40.906086	-115.554577                                                                                                                
	22220	Fayetteville-Springdale-Rogers, AR Metro Area	1	6796483980	128440071	2624.137	49.591	36.116394	-94.079545                                                                                        
	24220	Grand Forks, ND-MN Metro Area	1	8824861191	77468449	3407.298	29.911	47.835929	-96.842681                                                                                                         
	26220	Hood River, OR Micro Area	2	1352203435	29040409	522.089	11.213	45.511775	-121.655976                                                                                                             
	27220	Jackson, WY-ID Micro Area	2	11514924270	573733352	4445.937	221.52	44.048662	-110.426087                                                                                                          
	31220	Ludington, MI Micro Area	2	1281969422	1935610414	494.971	747.343	43.996636	-86.750814                                                                                                            
	34220	Moultrie, GA Micro Area	2	1416818776	24869747	547.037	9.602	31.189707	-83.769773                                                                                                                 
	39220	Price, UT Micro Area	2	3831067717	15844443	1479.184	6.118	39.673284	-110.588484                                                                                                                  
	40220	Roanoke, VA Metro Area	1	4837012569	72184539	1867.581	27.871	37.286226	-79.946935                                                                                                                
	45220	Tallahassee, FL Metro Area	1	6184099863	556556962	2387.694	214.888	30.386425	-84.28041                                                                                                           
	46220	Tuscaloosa, AL Metro Area	1	9047383849	167284419	3493.215	64.589	33.097876	-87.799153                                                                                                            
	48220	Weatherford, OK Micro Area	2	2560925953	34326632	988.779	13.254	35.645601	-98.997386                                                                                                             
	47240	Vineyard Haven, MA Micro Area	2	267300554	1004283854	103.205	387.756	41.38097	-70.701499                                                                                                         
	11260	Anchorage, AK Metro Area	1	68429854772	2070501178	26420.916	799.425	62.212784	-149.678222                                                                                                        
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9015028913	262514053	3480.722	101.357	33.460371	-81.982833                                                                                           
	15260	Brunswick, GA Metro Area	1	3351783286	808626797	1294.131	312.213	31.301739	-81.588909                                                                                                            
	18260	Cookeville, TN Micro Area	2	2960923617	35494378	1143.219	13.704	36.277251	-85.468501                                                                                                             
	16260	Cedar City, UT Micro Area	2	8537474393	11390956	3296.337	4.398	37.909304	-113.30674                                                                                                              
	17260	Clarksdale, MS Micro Area	2	1430939226	79418658	552.489	30.664	34.22867	-90.603165                                                                                                               
	19260	Danville, VA Micro Area	2	2620550185	26245214	1011.8	10.133	36.811853	-79.400122                                                                                                                 
	20260	Duluth, MN-WI Metro Area	1	27252320122	4358695871	10522.18	1682.902	47.347506	-92.155333                                                                                                         
	21260	Ellensburg, WA Micro Area	2	5950002896	92410114	2297.309	35.68	47.124441	-120.676709                                                                                                             
	22260	Fergus Falls, MN Micro Area	2	5107086047	654451230	1971.857	252.685	46.405727	-95.714581                                                                                                         
	24260	Grand Island, NE Metro Area	1	4148075032	59401403	1601.581	22.935	41.083926	-98.374218                                                                                                           
	26260	Hope, AR Micro Area	2	3484477157	42610511	1345.364	16.452	33.70084	-93.499549                                                                                                                    
	28260	Kearney, NE Micro Area	2	3844742674	18867948	1484.464	7.285	40.739145	-99.031556                                                                                                                 
	31260	Lufkin, TX Micro Area	2	2066264544	173315133	797.789	66.917	31.251896	-94.611134                                                                                                                 
	29260	La Grande, OR Micro Area	2	5275651497	4936782	2036.941	1.906	45.304081	-117.999149                                                                                                               
	32260	Marshalltown, IA Micro Area	2	1482776062	1803080	572.503	0.696	42.041691	-92.981452                                                                                                              
	34260	Mountain Home, AR Micro Area	2	1435504137	84171720	554.251	32.499	36.280268	-92.329949                                                                                                           
	38260	Pittsburg, KS Micro Area	2	1527498535	13574348	589.771	5.241	37.505821	-94.853897                                                                                                                
	41260	St. Marys, PA Micro Area	2	2142883446	12791206	827.372	4.939	41.427332	-78.653937                                                                                                                
	43260	Sheridan, WY Micro Area	2	6535475106	7986330	2523.361	3.084	44.781369	-106.881211                                                                                                                
	44260	Starkville, MS Micro Area	2	2277594517	14964480	879.384	5.778	33.514617	-89.077508                                                                                                               
	49260	Woodward, OK Micro Area	2	6408310999	10645808	2474.263	4.11	36.331293	-99.500686                                                                                                                 
	12300	Augusta-Waterville, ME Micro Area	2	2246734973	216795650	867.469	83.705	44.417012	-69.765764                                                                                                     
	13300	Beeville, TX Micro Area	2	2279809490	246409	880.239	0.095	28.416077	-97.742586                                                                                                                   
	18300	Coos Bay, OR Micro Area	2	4133803901	544637639	1596.071	210.286	43.18591	-124.094133                                                                                                             
	17300	Clarksville, TN-KY Metro Area	1	5589223910	218082133	2158.012	84.202	36.69571	-87.624307                                                                                                         
	20300	Dumas, TX Micro Area	2	2330207191	25699789	899.698	9.923	35.835676	-101.890502                                                                                                                   
	24300	Grand Junction, CO Metro Area	1	8621849401	31490395	3328.915	12.159	39.019524	-108.460571                                                                                                        
	28300	Keene, NH Micro Area	2	1830367250	57589034	706.709	22.235	42.92546	-72.248183                                                                                                                    
	30300	Lewiston, ID-WA Metro Area	1	3844567726	32544644	1484.396	12.566	46.251696	-116.925017                                                                                                           
	32300	Martinsville, VA Micro Area	2	1018661229	5403400	393.307	2.086	36.682503	-79.872564                                                                                                              
	33300	Milledgeville, GA Micro Area	2	1890085579	42282709	729.766	16.325	33.198527	-83.091149                                                                                                           
	36300	Ogdensburg-Massena, NY Micro Area	2	6939877189	367298360	2679.502	141.815	44.488112	-75.074311                                                                                                   
	37300	Palestine, TX Micro Area	2	2752201306	39808595	1062.631	15.37	31.841261	-95.661727                                                                                                               
	42300	Sault Ste. Marie, MI Micro Area	2	4036515589	2952489038	1558.507	1139.962	46.321819	-84.52063                                                                                                    
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6514447222	2113705048	2515.242	816.106	28.125907	-82.465286                                                                                     
	46300	Twin Falls, ID Metro Area	1	6524644173	31171238	2519.179	12.035	42.440397	-114.568729                                                                                                            
	47300	Visalia, CA Metro Area	1	12494889125	37207487	4824.304	14.366	36.228834	-118.781055                                                                                                              
	48300	Wenatchee, WA Metro Area	1	12277687763	266157698	4740.442	102.764	47.76611	-120.270197                                                                                                           
	43320	Show Low, AZ Micro Area	2	25770517979	24125805	9950.053	9.315	35.390785	-110.321025                                                                                                              
	24330	Grand Rapids, MN Micro Area	2	6908331692	674867931	2667.322	260.568	47.490817	-93.611102                                                                                                         
	17340	Clearlake, CA Micro Area	2	3254349190	188851723	1256.511	72.916	39.094802	-122.746757                                                                                                            
	20340	Duncan, OK Micro Area	2	2253798301	54865799	870.196	21.184	34.481361	-97.855607                                                                                                                  
	22340	Fitzgerald, GA Micro Area	2	647812569	9803929	250.122	3.785	31.740772	-83.147197                                                                                                                 
	26340	Houghton, MI Micro Area	2	4012441636	15329028156	1549.212	5918.571	47.681974	-88.148797                                                                                                          
	27340	Jacksonville, NC Metro Area	1	1973754758	370685631	762.071	143.123	34.763109	-77.499469                                                                                                          
	31340	Lynchburg, VA Metro Area	1	5491925727	68559450	2120.444	26.471	37.364926	-79.216689                                                                                                              
	32340	Maryville, MO Micro Area	2	2271326614	2361588	876.964	0.912	40.361136	-94.883146                                                                                                                 
	36340	Oil City, PA Micro Area	2	1746388602	22149577	674.284	8.552	41.400714	-79.765813                                                                                                                 
	38340	Pittsfield, MA Metro Area	1	2400600620	50708156	926.877	19.579	42.371493	-73.217928                                                                                                              
	37340	Palm Bay-Melbourne-Titusville, FL Metro Area	1	2628793422	1403880653	1014.983	542.041	28.298311	-80.700333                                                                                       
	45340	Taos, NM Micro Area	2	5704119383	3383128	2202.373	1.306	36.576529	-105.637986                                                                                                                    
	47340	Wabash, IN Micro Area	2	1068468089	21854115	412.538	8.438	40.843747	-85.795192                                                                                                                   
	10380	Aguadilla-Isabela, PR Metro Area	1	1222527908	358908897	472.021	138.576	18.356965	-67.007895                                                                                                     
	11380	Andrews, TX Micro Area	2	3886850260	957039	1500.721	0.37	32.312258	-102.640206                                                                                                                   
	14380	Boone, NC Micro Area	2	809217076	2275614	312.44	0.879	36.235368	-81.709888                                                                                                                       
	13380	Bellingham, WA Metro Area	1	5459374970	1028230391	2107.877	397.002	48.842653	-121.836432                                                                                                         
	18380	Cordele, GA Micro Area	2	706236812	21409235	272.68	8.266	31.915148	-83.753531                                                                                                                    
	21380	Emporia, KS Micro Area	2	4197177726	32632186	1620.539	12.599	38.382134	-96.359301                                                                                                                
	22380	Flagstaff, AZ Metro Area	1	48217246133	116631412	18616.784	45.032	35.829692	-111.773728                                                                                                          
	24380	Grants, NM Micro Area	2	11758505180	5554603	4539.984	2.145	34.928272	-107.99268                                                                                                                  
	26380	Houma-Thibodaux, LA Metro Area	1	5952278228	3244682296	2298.188	1252.779	29.33413	-90.843674                                                                                                     
	28380	Kennett, MO Micro Area	2	1401438398	15768936	541.098	6.088	36.306905	-90.065394                                                                                                                  
